Data;Ora GMT;LatN;LonE;Prof (Km);Md;Ml;Area
08/10/2001;00:56:02;38.107;15.764;10.46;2.4;;10 km E Reggio Calabria
09/10/2001;00:37:26;37.739;15.054;3.73;1.5;;1.7 Km ENE M. Centenari
09/10/2001;00:40:59;37.757;14.912;-0.74;1.8;;1.8 Km NE M. Ruvolo
10/10/2001;00:23:11;38.105;15.251;11.01;1.5;;3.5 km ENE di Castroreale
04/10/2001;00:57:26;37.829;15.626;17.19;1.6;;Mar Ionio - 14 Km SW Montebello Ionico
03/10/2001;00:37:35;37.711;15.07;5.6;1.7;;1 Km ESE M. Pomiciaro
11/10/2001;00:50:57;37.652;15.186;8.6;1.8;;1.7 km NNE S. Tecla
11/10/2001;00:06:18;37.934;15.724;32.63;1.6;;Montebello Ionico
13/07/2001;00:49:49;37.743;15.001;-1.47;2.2;;
13/07/2001;00:10:59;37.711;15.022;1.72;2.2;;
13/07/2001;00:29:30;37.745;15.012;0.96;2.3;;
13/07/2001;00:38:08;37.719;15.016;0.55;2.4;;
13/07/2001;00:15:28;37.699;15.048;0.72;2.4;;
13/07/2001;00:28:41;37.715;15.017;0.31;2.3;;
13/07/2001;00:32:06;37.704;15.038;1.02;2.4;;
13/07/2001;00:47:06;37.71;15.019;2.01;2.4;;
13/07/2001;00:03:25;37.721;15.042;2.19;2.3;;
13/10/2001;00:33:10;37.705;14.948;1.53;1.5;;1.5 km W M. Denza
14/10/2001;00:09:22;37.807;14.896;3.82;2;;4.2 km WNW M. Maletto
14/10/2001;00:10:02;37.684;15.015;19.22;2;;M. Gemellaro
14/10/2001;00:49:00;37.705;14.935;0.34;1.7;;2.6 km W M. Denza
15/10/2001;00:35:43;37.807;14.869;6.73;2.5;;2.4 km Sud Maletto
15/10/2001;00:24:10;37.691;15.13;23.18;1.8;;S. Venerina
15/10/2001;00:14:10;37.698;14.987;2.94;1.5;;M. Vetore
15/10/2001;00:44:34;37.637;15.172;3.04;2.7;;
16/10/2001;00:20:30;37.298;15.223;20;1.7;;8 km Nord Augusta
18/10/2001;00:36:53;37.643;15.152;2.25;2.8;;S. Maria Ammalati
18/10/2001;00:25:40;37.675;15.067;4.28;1.5;;1.8 km SSE M. Arcimis
19/10/2001;00:53:06;37.739;15.066;2.92;1.2;;1.6 km W M. Fontane
21/10/2001;00:33:03;37.661;14.97;6.9;1.5;;2.2 km S M. Parmentelli
23/10/2001;00:26:31;37.137;15.778;23.55;1.8;;50 km Est di Melilli
15/07/2001;00:50:40;37.704;14.997;3.65;1.7;;
15/07/2001;00:26:20;37.714;15.001;-1.32;2.5;;
15/07/2001;00:33:07;37.701;15.083;4.24;2.6;;
23/10/2001;00:13:04;37.682;14.951;2.32;2;;1.6 km W M. Parmentelli
14/07/2001;00:43:51;37.704;15.045;1.16;2.8;;
14/07/2001;00:19:04;37.694;14.969;2.79;2.5;;
14/07/2001;00:41:24;37.691;15.039;-1.58;2.6;;
14/07/2001;00:51:19;37.691;15.039;-1.59;2.6;;
14/07/2001;00:58:26;37.665;14.912;2.98;2.3;;
14/07/2001;00:40:01;37.699;15.087;1.9;2.3;;
14/07/2001;00:08:25;37.625;14.959;2.52;2.4;;
15/07/2001;00:10:47;37.701;14.97;-0.55;3.1;;
13/07/2001;00:07:48;37.715;15.013;1.08;2.4;;
13/07/2001;00:08:19;37.709;15.017;2.28;2.3;;
13/07/2001;00:09:20;37.737;15.004;0.25;2.3;;
13/07/2001;00:10:13;37.787;15.092;0.42;1.5;;
13/07/2001;00:12:25;37.733;14.988;-0.7;2.4;;
13/07/2001;00:20:53;37.693;15.037;-1.56;2.3;;
13/07/2001;00:24:05;37.696;14.999;-0.76;2.4;;
13/07/2001;00:24:36;37.712;15.012;1.05;2.4;;
12/07/2001;00:58:30;37.711;15.019;0.77;2.2;;
12/07/2001;00:54:53;37.74;15.019;-1.25;2.2;;
12/07/2001;00:50:12;37.714;15.018;1.49;2.2;;
26/10/2001;00:38:30;37.636;15.162;4.24;2.9;;1 km SSE S. Maria Ammalati
13/07/2001;00:30:59;37.722;15.008;1.34;2.4;;
13/07/2001;00:32:59;37.705;15.056;2.68;2.3;;
13/07/2001;00:33:50;37.717;15.013;0.23;2.4;;
14/07/2001;00:33:17;37.724;15.038;1.89;2.3;;
14/07/2001;00:37:07;37.725;15.013;1.91;2.7;;
14/07/2001;00:26:32;37.719;15.017;1.82;2.3;;
14/07/2001;00:27:48;37.693;14.979;2.01;2.4;;
14/07/2001;00:41:44;37.716;14.961;3.79;2.9;;
14/07/2001;00:13:12;37.702;14.95;-1.22;2.4;;
14/07/2001;00:50:51;37.667;15.021;-1.6;2.4;;
14/07/2001;00:14:34;37.715;15.021;1.64;2.3;;
14/07/2001;00:29:03;37.703;15.049;0.41;2.3;;
14/07/2001;00:36:23;37.691;15.055;-1.22;3;;
14/07/2001;00:57:01;37.716;15.018;2.57;2.5;;
14/07/2001;00:03:54;37.721;15.016;0.63;2.7;;
12/07/2001;00:34:14;37.741;15.009;-0.34;2.3;;
12/07/2001;00:40:41;37.716;15.021;1.77;2.4;;
12/07/2001;00:50:49;37.714;15.021;1.7;2;;
12/07/2001;00:51:34;37.705;15.028;1.22;2.4;;
12/07/2001;00:55:12;37.721;15.029;-0.05;2.4;;
12/07/2001;00:55:50;37.728;15.015;-1.37;2.7;;
12/07/2001;00:04:03;37.717;15.018;1.41;2.6;;
12/07/2001;00:06:56;37.719;15.024;0.81;2.7;;
12/07/2001;00:09:35;37.711;15.022;2.12;2.6;;
12/07/2001;00:10:26;37.717;15.022;0.93;2.6;;
12/07/2001;00:12:43;37.725;15.029;-0.03;2.7;;
12/07/2001;00:14:14;37.713;15.039;0.56;2.4;;
12/07/2001;00:15:29;37.719;15.016;1.69;2.6;;
13/07/2001;00:10:58;37.718;14.98;1.4;2.4;;
13/07/2001;00:52:38;37.846;15.079;10.11;2.4;;
13/07/2001;00:04:40;37.715;15.019;2.55;2.3;;
13/07/2001;00:44:25;37.738;14.945;1.15;2.4;;
12/07/2001;00:20:22;37.713;15.02;-0.15;2.4;;
12/07/2001;00:22:04;37.717;15.024;-0.23;2.3;;
12/07/2001;00:22:21;37.722;15.024;2.28;2.3;;
12/07/2001;00:26:18;37.712;15.007;0.91;2.5;;
12/07/2001;00:28:07;37.728;15.021;0.9;2.3;;
12/07/2001;00:28:23;37.727;15.01;0.83;2;;
12/07/2001;00:32:15;37.714;15.017;1.31;2.4;;
12/07/2001;00:33:10;37.72;15.019;-0.59;2.4;;
12/07/2001;00:37:41;37.719;15.015;-1.55;2.2;;
12/07/2001;00:37:53;37.715;15.017;0.79;2.6;;
12/07/2001;00:39:54;37.737;15.013;1.29;2.3;;
12/07/2001;00:41:24;37.686;15.048;-0.1;2.6;;
12/07/2001;00:44:46;37.709;15.022;0.99;2.5;;
12/07/2001;00:46:49;37.73;15.038;-0.02;2.5;;
12/07/2001;00:47:44;37.714;15.017;2.04;2.2;;
13/07/2001;00:02:54;37.714;15.025;1.7;2.3;;
14/07/2001;00:06:06;37.724;14.947;-1.59;2.7;;
14/07/2001;00:26:14;37.722;15.022;3.56;2.5;;
14/07/2001;00:02:03;37.707;15.022;1.21;2.3;;
14/07/2001;00:13:50;37.706;15.053;2.09;2.5;;
14/07/2001;00:16:07;37.733;15.044;4.44;2.5;;
28/10/2001;00:03:59;37.65;15.145;1.75;3.5;;1 km NW S. Maria Ammalati
26/10/2001;00:15:03;37.694;15.004;10.17;1.9;;1.7 km E M. Vetore
26/10/2001;00:21:20;37.67;15.007;-1.46;2.1;;M. Grosso
26/10/2001;00:38:09;37.67;15.008;-1.46;1.7;;M. Grosso
28/10/2001;00:10:36;37.637;15.159;2.14;2.6;;Balatelle
28/10/2001;00:15:23;37.657;15.129;2.53;2.3;;1 km NNE Pennisi
28/10/2001;00:00:42;37.637;15.161;2.13;2.8;;Balatelle
28/10/2001;00:25:02;37.658;15.134;2.4;2.2;;1.3 km NE Pennisi
29/10/2001;00:50:18;37.638;15.156;3.85;2;;Balatelle
31/10/2001;00:19:09;37.926;15.691;30.54;2.4;;Montebello Ionico
31/10/2001;00:37:46;37.751;15.001;0.34;2.5;;Crateri centrali
28/10/2001;00:05:12;37.655;15.129;1.56;3.2;;S. Maria degli Ammalati
02/11/2001;00:54:06;37.663;14.975;1.46;2.2;;2.0 Km Sud M.te Parmentelli
02/11/2001;00:07:19;37.691;14.99;3.78;1.2;;0.5 Km ESE M.te Vetore
31/10/2001;00:13:34;37.747;15.121;7.03;1.7;;1.8 km WNW S.Alfio
31/10/2001;00:43:59;37.655;15.147;3.66;2.8;;1.5 km NW S.Maria Ammalati
31/10/2001;00:06:13;37.651;15.149;2.48;2.9;;1.0 km NW S.Maria Ammalati
03/11/2001;00:53:47;37.81;14.638;27.38;3;;16 Km WNW Bronte
03/11/2001;00:29:39;37.801;14.657;22.55;2.8;;15 Km WNW Bronte
05/11/2001;00:25:11;37.081;14.729;17.57;1.5;;4 km WSW Monterosso Almo
05/11/2001;00:17:52;37.117;14.739;17.61;2.6;;3 km NW Monterosso Almo
03/11/2001;00:42:16;37.667;15.132;4.33;1.7;;Linera
04/11/2001;00:34:32;37.708;14.98;3.76;1.2;;0.5 Km SW M. Nero
04/11/2001;00:11:40;37.725;15.08;5.3;1.5;;M. Calanna
06/11/2001;00:40:37;37.715;15.058;4.26;1.7;;M. Pomiciaro
06/11/2001;00:45:28;37.736;15.053;3.97;1.5;;R.ca Musarra
09/11/2001;00:56:08;37.755;15.11;3.55;2;;2 Km N Fornazzo
09/11/2001;00:21:17;37.733;15.094;15.46;1.9;;1 Km SE M. Fontane
16/11/2001;00:48:52;38.134;15.121;3.07;1.5;;3.0 km Nord di Furnari (litorale tirrenico)
19/11/2001;00:22:49;37.796;14.981;24.42;1.8;;circa 2.3 km SE M. Pomiciaro
22/11/2001;00:06:22;38.214;15.748;13.33;2;;Scilla-S. Roberto
22/11/2001;00:10:55;37.7;15.058;1.53;1.4;;1.0 km NW M. Arcimis
22/11/2001;00:23:45;37.699;15.053;1.7;1.4;;1.0 km NW M. Arcimis
22/11/2001;00:39:09;37.675;15.043;5.04;2;;circa 1 km SSE M. Salto del Cane
25/11/2001;00:06:35;37.726;15.002;15.05;1.5;;1.0 KM nnw Montagnola
26/11/2001;00:48:34;38.169;15.036;13.96;2.8;;Golfo di Patti
29/11/2001;00:27:46;38.069;15.126;7.2;2.7;;5.8 KM N Novara di Sicilia
29/11/2001;00:41:22;38.061;15.113;3.15;1.9;;5.0 km NNW Novara di Sicilia
29/11/2001;00:57:24;38.065;15.094;2.61;1.9;;6.0 km NNW Novara di Sicilia
29/11/2001;00:36:44;37.89;14.931;31.74;2.6;;Randazzo
30/11/2001;00:32:20;37.71;14.971;3.5;1.7;;M. Denza
03/12/2001;00:35:14;37.745;15.033;3.9;2.6;;1 Km N M. Centenari
04/12/2001;00:51:36;38.248;15.685;8.16;1.7;;Scilla - Villa S. Giovanni
04/12/2001;00:01:30;37.994;14.685;11.14;2.9;;Alcara Li Fusi
05/12/2001;00:01:27;37.968;14.494;11.4;3;;circa 7.5 Km SE Caronia
10/12/2001;00:08:14;37.936;15.029;9.72;2.3;;1.5 Km Est Roccella Valdemone
10/12/2001;00:18:33;37.936;15.034;9.76;2;;1.5 Km Est Roccella Valdemone
12/12/2001;00:06:16;37.655;15.101;8.72;2.6;;Fleri
13/12/2001;00:24:40;38.137;15.821;9.53;2.4;;15 Km Est Reggio Calabria
15/12/2001;00:40:13;37.724;15.077;5.3;1.5;;M. Calanna
18/12/2001;00:13:09;37.697;15.073;2.99;1.8;;M.  Arcimis
17/12/2001;00:08:58;37.733;15.09;7.48;2.1;;1.3 km NNW M. Calanna
17/12/2001;00:45:51;37.728;15.098;5.88;2;;1.5 km WNW Milo
19/12/2001;00:42:55;37.185;14.75;12.64;0.8;;2.5 Km Nord Vizzini
19/12/2001;00:48:03;37.73;15.122;9.19;2.1;;0.7 km NE Milo
21/12/2001;00:47:47;37.69;14.965;7.35;1.6;;1.6 Km W M. Vetore
22/12/2001;00:08:03;37.876;15.477;0.73;1.6;;15 Km E Letojanni
23/12/2001;00:00:32;37.871;15.027;22.32;1.7;;Passopisciaro
25/12/2001;00:00:48;37.693;15.076;4.19;2;;1.0 Km E M. Arcimis
26/12/2001;00:09:27;37.731;15.095;7.55;1.7;;1.3 Km SE M. Fontane
25/12/2001;00:53:26;37.961;14.733;8.68;3.2;;7 Km SSE Alcara li Fusi
24/12/2001;00:40:09;38.148;15.131;2.44;1.5;;5 Km Nord Furnari
26/12/2001;00:46:48;38.026;15.846;6.64;2;;19.6 Km SE Reggio Calabria
29/12/2001;00:46:16;37.751;15.092;7.21;1.8;;1.4 Km NNE M. Fontane
30/12/2001;00:50:43;37.69;15.079;4.06;2.1;;2 km W Zafferana Etnea
30/12/2001;00:57:24;37.696;15.065;6.15;1.9;;M. Arcimis
01/01/2002;00:43:45;38.151;15.119;3.21;1.4;;4 km NE Falcone
01/01/2002;00:16:08;37.75;14.998;-0.39;1.8;;Crateri Centrali
29/12/2001;00:22:05;38.013;14.64;5.46;2.8;;5 Km WSW Alcara li Fusi
09/01/2002;00:57:32;37.649;15.147;2.38;2.7;;1 km NW S. Maria Ammalati
10/01/2002;00:34:35;37.628;15.165;2.63;2.1;;1 Km NW Balatelle
11/01/2002;00:57:24;37.268;14.603;24.38;1.4;;6.5 Km NW Grammichele
10/01/2002;00:33:12;37.831;14.984;31.43;1.8;;M. Spagnolo
13/01/2002;00:54:42;37.108;14.476;24.26;1.5;;9 Km SE Niscemi
13/01/2002;00:15:45;37.659;15.009;1.76;2.1;;Fleri
13/01/2002;00:01:22;37.673;15.137;6.6;2.5;;Linera
16/01/2002;00:01:34;37.721;15.122;7.05;2;;Milo
18/01/2002;00:32:56;37.739;15.075;5.07;1.5;;1 km W M. Fontane
19/01/2002;00:33:26;37.721;15.06;3.45;1.3;;0.5 km N M. Zoccolaro
21/01/2002;00:30:48;38.08;15.594;6.96;1.9;;Stretto di Messina
22/01/2002;00:48:17;37.749;15.114;8.14;2.4;;2.7 Km NE M. Fontane
22/01/2002;00:54:01;38.013;14.766;9.31;2.6;;1.7 Km SSE di Longi
03/12/2001;00:05:51;37.346;14.649;13.7;1.3;;6 Km SW Ramacca
23/01/2002;00:37:39;37.747;15.077;4.52;1.7;;1 km NW M. Fontane
23/01/2002;00:43:34;37.745;15.079;4.33;1.4;;0.7 km NW M. Fontane
23/01/2002;00:00:24;37.734;15.079;2.87;1.3;;0.8 km SW M. Fontane
23/01/2002;00:57:14;37.734;15.061;3.44;1.7;;2.2 km WSW M. Fontane
24/01/2002;00:50:50;37.737;15.121;4.8;2.2;;1.8 Km E M. Salto del Cane
24/01/2002;00:53:17;38.158;15.146;5.86;2.2;;Golfo di Patti
26/01/2002;00:36:19;37.695;15.076;3.37;2.5;;1.0 Km ESE M. Arcimis
26/01/2002;00:25:34;37.7;15.073;3.18;2.4;;1.2 Km ESE M. Arcimis
26/01/2002;00:37:30;37.693;15.081;3.15;2;;1.5 Km ESE M. Arcimis
29/01/2002;00:50:37;37.692;15.096;4.92;2.5;;0.8 Km W Zafferana
03/02/2002;00:35:53;37.706;15.047;2.74;1.4;;2 km NW Mt. Arcimis
06/02/2002;00:44:38;37.892;15.738;25.59;2.4;;costa meridionale calabra
09/02/2002;00:21:04;37.899;15.484;0.27;1.8;;12 Km ad Est di Capo Sant'Alessio
11/02/2002;00:00:14;37.734;15.083;6.42;1.4;;0.7 Km SSW M. Fontane
11/02/2002;00:54:29;37.663;15.087;1.2;1.6;;S. Giovannello (Fleri)
11/02/2002;00:29:54;37.669;15.086;1.48;1.6;;1.9 Km a NW di Fleri
09/02/2002;00:40:29;37.491;15.108;-0.38;2.1;;1 km E Catania
10/02/2002;00:08:34;37.659;15.016;-1.45;1.9;;1.7 km SE M. Grosso
12/02/2002;00:43:07;37.835;15.097;18.71;1.2;;2.5 km WSW M. Pomiciaro
12/02/2002;00:51:48;37.533;15.277;25.12;1.3;;12 km E di Acicastello
13/02/2002;00:53:32;38.082;15.156;6.96;1.6;;Castroreale
13/02/2002;00:58:55;37.714;15.08;5.01;1.4;;M. Fior di Cosimo
13/02/2002;00:59:33;37.707;15.079;4.45;1.7;;M. Fior di Cosimo
14/02/2002;00:42:23;37.319;15.109;5.4;1.9;;Agnone Bagni
17/02/2002;00:34:56;37.666;14.95;4.02;1.8;;2.3 Km a SSW di M.te Parmentelli
18/02/2002;00:22:47;37.699;14.969;0.43;1.5;;M.te dei Santi
18/02/2002;00:16:18;37.574;14.912;2.33;1.8;;Patern
18/02/2002;00:21:49;37.591;14.945;5.43;1.6;;2.9 Km a W di Belpasso
19/02/2002;00:00:35;37.741;14.963;9.07;2.1;;0.6 km ESE M. Palestra
19/02/2002;00:06:28;37.757;14.924;16.43;1.7;;M. te Lepre
19/02/2002;00:19:51;37.742;14.922;11.21;2.7;;0.8 km NNW M.te Nespole
19/02/2002;11:25:17:67;37.757;14.95;17.32;1.9;;1.6 km NNW M.te Palestra
19/02/2002;00:00:46;38.252;15.701;4.13;1.6;;Scilla
19/02/2002;00:01:44;38.207;15.078;4.59;2.1;;Golfo di Patti
20/02/2002;00:25:37;37.619;15.128;11.14;1.4;;1.3 Km a Nord di Aci Sant'Antonio
21/02/2002;00:12:52;37.451;15.199;21.1;3.3;;12 Km a SSE di Catania
21/02/2002;00:28:11;37.847;15.141;16.86;1.5;;Linguaglossa
21/02/2002;00:08:13;37.821;15.16;16.42;1.5;;2.8 Km SSE Linguaglossa
22/02/2002;00:15:33;37.71;14.979;2.6;1.7;;1.4 Km ENE M.te Denza
22/02/2002;00:45:57;38.162;15.763;5.49;1;;11 km NE Reggio Calabria
22/02/2002;00:22:53;37.657;14.959;4.37;1.6;;2.8 km  SSW M. Parmentelli
23/02/2002;00:05:23;37.659;14.969;3.52;2;;2.5 km S M. Parmentelli
23/02/2002;00:10:46;38.139;15.148;3.08;2.1;;6 km W Barcellona P. di Gotto
23/02/2002;00:56:04;37.748;15.112;5.55;1.7;;1.2 km N Fornazzo
24/02/2002;00:15:09;37.698;14.999;9.43;1.5;;1.4 km NE M. Vetore
25/02/2002;00:11:12;37.786;14.935;24.61;2.3;;1.0 Km SSW Mt. Maletto
28/02/2002;00:11:19;37.737;15.116;4.27;1.9;;Fornazzo
28/02/2002;00:14:09;37.751;15.108;3.56;2;;1.6 km NNW Fornazzo
02/03/2002;00:36:56;37.704;15.135;6.22;2;;2 Km NNW S. Venerina
05/03/2002;00:34:52;38.115;15.566;9.58;1.7;;7.8 Km W Reggio Calabria
05/03/2002;00:25:11;37.73;15.008;9.21;1.3;;1.1 Km SE M. Frumento Supino
08/03/2002;00:30:13;37.707;15.021;1.65;2.1;;1.7 Km SE Montagnola
08/03/2002;00:18:58;37.673;15.085;2.72;2.6;;2.1 Km NW Fleri
10/03/2002;00:38:02;37.685;14.9;-0.75;1.7;;6 km WSW M. dei Santi
10/03/2002;00:52:28;37.699;14.922;-0.35;1.5;;4 km W M. dei Santi
10/03/2002;00:18:35;38.126;15.179;4;2.2;;4 km NW Castroreale
10/03/2002;00:24:10;37.602;14.958;5.53;1.6;;2 Km NW Belpasso
08/03/2002;00:21:07;37.681;15.016;4.06;1.9;;1.2 Km N M. Grosso
13/03/2002;00:38:01;38.494;14.762;3.76;3.1;;7.5 km SW Salina
16/03/2002;00:51:01;37.709;15.065;3.41;1.1;;1.0 km SE Mt. Pomiciaro
15/03/2002;00:01:18;37.872;15.202;21.06;1.6;;2.1 km NW Gaggi
16/03/2002;00:35:02;37.71;15.06;3.09;1.5;;0.5 Km SE M. Pomiciaro
17/03/2002;00:05:11;37.744;15.155;9.48;1.6;;1.0 Km E S. Alfio
18/03/2002;00:30:20;37.664;15.102;2.82;1.6;;4.5 Km a SE M. Arcimis
18/03/2002;00:29:40;37.697;15.168;0.21;2;;2.5 Km ENE S. Venerina
20/03/2002;00:35:54;38.078;15.528;11.76;1.4;;Stretto di Messina
17/03/2002;00:21:05;37.11;14.678;17.06;;;5.6 km SW Licodia Eubea
20/03/2002;00:41:03;37.709;15.059;3.05;1.2;;0.7 km S Mt. Pomiciaro
20/03/2002;00:23:30;37.665;15.298;10.21;1.5;;9 Km E Pozzillo
20/03/2002;00:43:31;37.76;15.092;6.83;1;;2.2 Km NNE M. Fontane
24/03/2002;00:05:35;37.721;15.067;4.09;3.1;;1,1 Km a NE di M.te Pomiciaro
25/03/2002;00:21:32;37.716;15.066;3.82;2.7;;0,8 Km a ENE di M.te Pomiciaro
24/03/2002;23:04:06,25;37.715;15.063;3.84;3;;0,5 Km ad Est di M.te Pomiciaro
24/03/2002;00:05:18;37.715;15.067;3.78;2.9;;0,8 Km ad Est di M.te Pomiciaro
24/03/2002;00:00:02;37.715;15.062;3.98;2.7;;0,5 Km ad Est di M.te Pomiciaro
24/03/2002;00:08:23;37.717;15.066;3.86;2.7;;0,8 Km a ENE di M.te Pomiciaro
24/03/2002;23:47:18,00;37.717;15.068;3.64;2.5;;1 km a ENE di M.te Pomiciaro
24/03/2002;00:36:36;37.718;15.066;3.38;2.2;;0,8 Km a NE di M.te Pomiciaro
25/03/2002;00:15:19;37.72;15.067;4;2.4;;1 km a NE di M.te Pomiciaro
24/03/2002;00:08:10;37.719;15.07;3.06;1.5;;1.2 Km a NE di M.te Pomiciaro
24/03/2002;00:15:37;37.717;15.068;2.53;1.5;;0.9 Km a ENE di M.te Pomiciaro
24/03/2002;00:49:59;37.716;15.061;3.64;2.1;;0.3 Km a ENE di M.te Pomiciaro
24/03/2002;00:54:50;37.719;15.064;4.2;2;;0.7 Km a NNE di M.te Pomiciaro
25/03/2002;00:21:40;37.721;15.054;3.64;1.5;;0.7 Km a NNW di M.te Pomiciaro
25/03/2002;00:00:25;37.715;15.064;3.87;1.5;;0.6 Km ad Est di M.te Pomiciaro
25/03/2002;00:34:50;37.68;15.045;8.58;1.8;;M. Salto del Cane
25/03/2002;00:42:28;37.715;15.061;3.05;1.6;;0.3 Km ad Est di M.te Pomiciaro
26/03/2002;00:53:42;37.717;15.064;3.54;1.9;;0.6 Km a ENE di M.te Pomiciaro
26/03/2002;00:53:50;37.715;15.065;3.77;1.9;;0.6 Km ad Est di M.te Pomiciaro
27/03/2002;00:49:12;37.716;15.064;3.74;1.9;;0.5 Km a ENE di M.te Pomiciaro
28/03/2002;00:09:00;37.696;15.165;-0.62;2.1;;Codavolpe
24/03/2002;00:06:30;37.722;15.068;3.79;1.7;;1.3 Km a NE di M.te Pomiciaro
30/03/2002;00:14:07;37.72;15.058;3.98;2;;0.5 Km a N di M.te Pomiciaro
29/03/2002;00:13:04;37.722;15.069;4.33;1.7;;0.4 Km W M. Calanna
31/03/2002;00:07:34;37.702;15.164;0.25;2.2;;Codavolpe
03/04/2002;00:29:19;37.713;15.069;4.19;1.3;;1 Km Est M. Pomiciaro
04/04/2002;00:25:11;37.715;15.064;3.49;2.9;;0.6 Km Est M. Pomiciaro
04/04/2002;00:29:21;37.717;15.067;3.57;2;;1 Km NE M. Pomiciaro
05/04/2002;00:51:26;38.446;15.095;8.84;4.2;;12 Km Est Lipari - Vulcano
05/04/2002;00:52:22;38.451;15.096;11.12;4.6;;12 Km Est Lipari - Vulcano
05/04/2002;00:51:32;37.784;15.17;10.4;2.8;;5.0 km NE S. Alfio (S. Venera)
05/04/2002;00:35:44;37.78;15.166;9.45;2.6;;4.5 km NE S. Alfio (S. Venera)
05/04/2002;00:45:50;37.785;15.165;10.68;2.7;;5.0 km NE S. Alfio (S. Venera)
05/04/2002;00:27:12;37.78;15.18;8.11;2.1;;5.2 km NE S. Alfio (S. Venera)
06/04/2002;00:36:17;37.734;15.096;5.38;2.1;;1 km SE M. Fontane
05/04/2002;00:54:02;37.767;15.146;4.2;2;;2.6 km N S. Alfio
05/04/2002;00:25:25;37.769;15.171;6.45;1.6;;3.8 km NE S. Alfio
05/04/2002;00:41:36;37.769;15.157;5.41;1.7;;3.1 km NNE S. Alfio
05/04/2001;00:44:49;37.772;15.173;6.96;1.8;;4.1 km NE S. Alfio
05/04/2002;00:14:27;37.772;15.148;4.58;2.4;;3.1 km NNE S. Alfio
09/04/2002;00:39:24;37.718;15.068;4;2.4;;1 km NE M. Pomiciaro
09/04/2002;00:52:18;38.44;15.079;7.64;2.6;;8.7 km NE Vulcano
10/04/2002;00:58:35;37.808;15.128;-0.7;2.7;;2 km NW Vena
10/04/2002;00:31:49;37.733;14.822;5.17;2;;4.0 km E M. Minardo
10/04/2002;00:40:41;37.748;14.689;8.74;1.8;;13.5 km SW Bronte
11/04/2002;00:38:09;37.678;15.059;4.26;1.8;;1.6 km SSW Mt. Arcimis
11/04/2002;00:39:13;37.695;14.975;-1.29;1.9;;Mt. Vetore
11/04/2002;00:00:16;37.667;14.969;-1.59;2.5;;Mt. Parmentelli
10/04/2002;00:43:13;37.391;14.682;18;1.3;;Ramacca
11/04/2002;00:49:34;37.423;15.171;15.73;1.3;;22 Km NNW Augusta
12/04/2002;00:13:24;37.979;15.236;21.07;1.6;;0.8 Km a W di Antillo
12/04/2002;00:59:18;37.812;15.083;-0.57;3;;6 Km a SW di Linguaglossa
13/04/2002;00:53:32;37.689;15.02;5.18;1.5;;0.7 Km a SW di M.te Serra Pizzuta Calvarina
13/04/2002;00:59:52;37.719;15.066;3.41;3;;0.9 Km a NE di M.te Pomiciaro
13/04/2002;00:01:31;37.718;15.065;3.68;2.1;;0.8 Km a NE di M.te Pomiciaro
13/04/2002;00:34:12;37.812;15.08;-1.55;2.7;;6.5 Km a SW di Linguaglossa
14/04/2002;00:38:38;37.819;15.077;0.26;2.7;;6 Km a SW di Linguaglossa
15/04/2002;00:58:22;37.742;14.846;4.19;2.4;;circa 5 km SSE Bronte
15/04/2002;00:41:28;37.841;15.138;17.66;1.4;;0.5 Km ad Est di Linguaglossa
15/04/2002;00:12:51;37.746;15.076;4.28;1.3;;1.0 Km a NW di M.te Fontane
16/04/2002;00:28:07;37.769;14.906;3.15;2.1;;1.7 Km a NW di M.te Lepre
16/04/2002;00:06:32;37.837;15.122;13.9;1.5;;2.0 Km a WSW di Linguaglossa
15/04/2002;00:56:36;38.447;15.081;4.53;2.4;;10 Km a NE di Vulcano
16/04/2002;00:40:10;37.738;14.759;2.21;2;;8.5 Km a SW di Bronte
16/04/2002;00:38:02;38.429;14.988;2.73;1.9;;2.4 Km ad Est di Vulcano
21/04/2002;00:40:54;37.417;15.215;18.69;2.4;;11 Km Est costa di Catania
24/04/2002;00:44:45;37.731;15.09;4.98;2.4;;1 Km SE M. Fontane
24/04/2002;00:02:17;37.086;15.077;9.44;0.9;;4 Km SW Solarino
24/04/2002;00:32:50;37.73;14.906;0.27;2.1;;1 Km NW M. Intraleo
25/04/2002;00:56:41;37.696;15.162;6.3;1.6;;2 Km NE S. Venerina
30/04/2002;00:16:03;38.045;15.099;6.84;1.7;;4 Km NW Novara di Sicilia
30/04/2002;00:07:33;38.046;15.109;8.95;2;;4 Km NW Novara di Sicilia
01/05/2002;00:36:51;37.748;15.08;4.44;1.5;;1 Km NNW M. Fontane
03/05/2002;00:07:17;37.803;14.861;26.69;2.2;;2.8 KM S Maletto
02/05/2002;00:31:23;37.684;15.178;-0.09;1.3;;0.8 Km SE S. Leonardello
08/05/2002;00:53:00;37.779;15.064;0.03;2.8;;circa 9 km SW Linguaglossa
08/05/2002;00:57:50;37.797;15.056;-0.19;2.5;;circa 9 km SW Linguaglossa
08/05/2002;00:13:17;37.695;15.033;7.46;1.7;;3.0 km SE La Montagnola
12/05/2002;00:19:30;37.187;14.752;17.16;1.04;;2.6 km N Vizzini
11/05/2002;00:24:30;37.785;14.819;16.04;2.3;;Bronte
11/05/2002;00:51:50;37.839;14.916;19.4;2.4;;4.0 km ENE Maletto
